station #,packets_transmitted,collisions,collision_prob
105,282,16,0.05673758865248227
106,282,18,0.06382978723404255
107,294,33,0.11224489795918367
108,351,41,0.1168091168091168
109,415,41,0.09879518072289156
110,345,32,0.0927536231884058
111,119,6,0.05042016806722689
112,538,61,0.11338289962825279
113,273,18,0.06593406593406594
114,256,23,0.08984375
115,401,49,0.12219451371571072
116,206,21,0.10194174757281553
117,291,29,0.09965635738831616
118,316,35,0.11075949367088607
119,257,22,0.08560311284046693
120,253,19,0.07509881422924901
121,160,14,0.0875
122,164,15,0.09146341463414634
123,116,8,0.06896551724137931
124,109,16,0.14678899082568808
125,488,45,0.09221311475409837
126,365,41,0.11232876712328767
127,305,28,0.09180327868852459
128,190,18,0.09473684210526316
129,289,26,0.08996539792387544
130,197,22,0.1116751269035533
131,453,40,0.08830022075055188
132,343,26,0.07580174927113703
133,478,29,0.060669456066945605
134,140,15,0.10714285714285714
135,315,26,0.08253968253968254
136,471,52,0.11040339702760085
137,347,30,0.08645533141210375
138,202,28,0.13861386138613863
139,383,44,0.11488250652741515
140,405,44,0.10864197530864197
141,217,28,0.12903225806451613
142,249,25,0.10040160642570281
143,222,18,0.08108108108108109
144,123,8,0.06504065040650407
145,139,10,0.07194244604316546
146,471,53,0.11252653927813164
147,171,14,0.08187134502923976
148,315,25,0.07936507936507936
149,258,21,0.08139534883720931
150,398,30,0.07537688442211055
151,203,21,0.10344827586206896
152,368,30,0.08152173913043478
153,502,53,0.10557768924302789
154,113,17,0.1504424778761062
155,486,49,0.10082304526748971
156,138,5,0.036231884057971016
157,483,33,0.06832298136645963
158,169,22,0.1301775147928994
159,270,34,0.1259259259259259
160,134,14,0.1044776119402985
161,134,12,0.08955223880597014
162,160,16,0.1
163,241,28,0.11618257261410789
164,475,56,0.11789473684210526
165,442,34,0.07692307692307693
166,218,23,0.10550458715596331
167,409,41,0.10024449877750612
168,285,21,0.07368421052631578
169,215,27,0.12558139534883722
170,401,46,0.11471321695760599
171,200,15,0.075
172,314,40,0.12738853503184713
173,231,25,0.10822510822510822
174,289,30,0.10380622837370242
175,120,14,0.11666666666666667
176,313,36,0.11501597444089456
177,175,14,0.08
178,451,67,0.14855875831485588
179,317,29,0.0914826498422713
180,140,12,0.08571428571428572
181,302,26,0.08609271523178808
182,263,30,0.11406844106463879
183,512,57,0.111328125
184,438,42,0.0958904109589041
185,237,29,0.12236286919831224
186,394,24,0.06091370558375635
187,214,32,0.14953271028037382
188,465,34,0.07311827956989247
189,417,37,0.08872901678657075
190,289,27,0.09342560553633218
191,380,57,0.15
192,282,34,0.12056737588652482
193,440,28,0.06363636363636363
194,384,39,0.1015625
195,196,22,0.11224489795918367
196,371,33,0.0889487870619946
197,335,34,0.10149253731343283
198,277,21,0.07581227436823104
199,181,7,0.03867403314917127
200,305,28,0.09180327868852459
201,420,41,0.09761904761904762
202,342,23,0.06725146198830409
203,133,18,0.13533834586466165
204,456,60,0.13157894736842105
205,380,35,0.09210526315789473
206,406,37,0.09113300492610837
207,202,25,0.12376237623762376
208,345,31,0.08985507246376812
209,148,10,0.06756756756756757
210,491,44,0.08961303462321792
211,321,37,0.11526479750778816
212,274,28,0.10218978102189781
213,126,11,0.0873015873015873
214,171,23,0.13450292397660818
215,242,26,0.10743801652892562
216,95,13,0.1368421052631579
217,102,11,0.10784313725490197
218,275,27,0.09818181818181818
219,111,10,0.09009009009009009
220,226,20,0.08849557522123894
221,282,32,0.11347517730496454
222,130,17,0.13076923076923078
223,479,50,0.10438413361169102
224,243,19,0.07818930041152264
225,400,51,0.1275
226,380,37,0.09736842105263158
227,212,28,0.1320754716981132
228,295,32,0.10847457627118644
229,279,25,0.08960573476702509
230,414,41,0.09903381642512077
231,292,24,0.0821917808219178
232,223,22,0.09865470852017937
233,206,13,0.06310679611650485
234,334,29,0.08682634730538923
235,230,18,0.0782608695652174
236,118,6,0.05084745762711865
237,368,39,0.10597826086956522
238,399,37,0.09273182957393483
239,102,12,0.11764705882352941
240,178,19,0.10674157303370786
241,498,61,0.12248995983935743
242,412,27,0.06553398058252427
243,314,33,0.10509554140127389
244,430,41,0.09534883720930233
245,430,28,0.06511627906976744
246,235,18,0.07659574468085106
247,190,24,0.12631578947368421
248,138,12,0.08695652173913043
249,313,20,0.06389776357827476
250,516,50,0.09689922480620156
251,166,20,0.12048192771084337
252,178,15,0.08426966292134831
253,461,45,0.09761388286334056
254,201,15,0.07462686567164178
255,318,41,0.1289308176100629
256,389,43,0.11053984575835475
257,230,28,0.12173913043478261
258,125,9,0.072
259,357,39,0.1092436974789916
260,454,42,0.09251101321585903
261,310,23,0.07419354838709677
262,511,60,0.11741682974559686
263,294,29,0.09863945578231292
264,343,29,0.08454810495626822
265,145,14,0.09655172413793103
266,218,27,0.12385321100917432
267,188,16,0.0851063829787234
268,204,23,0.11274509803921569
269,225,23,0.10222222222222223
270,329,26,0.0790273556231003
271,524,43,0.08206106870229007
272,356,24,0.06741573033707865
273,468,53,0.11324786324786325
274,200,15,0.075
275,127,15,0.11811023622047244
276,171,15,0.08771929824561403
277,366,27,0.07377049180327869
278,220,23,0.10454545454545454
279,177,28,0.15819209039548024
280,303,26,0.0858085808580858
281,385,51,0.13246753246753246
282,403,27,0.06699751861042183
283,127,5,0.03937007874015748
284,396,49,0.12373737373737374
285,289,37,0.12802768166089964
286,222,20,0.09009009009009009
287,153,14,0.0915032679738562
288,390,41,0.10512820512820513
289,309,22,0.07119741100323625
290,159,14,0.0880503144654088
291,151,25,0.16556291390728478
292,316,26,0.08227848101265822
293,377,45,0.11936339522546419
294,438,48,0.1095890410958904
295,362,42,0.11602209944751381
296,377,37,0.09814323607427056
297,231,21,0.09090909090909091
298,286,36,0.1258741258741259
299,418,31,0.07416267942583732
300,430,39,0.09069767441860466
301,243,13,0.053497942386831275
302,100,12,0.12
303,372,39,0.10483870967741936
304,333,38,0.11411411411411411
305,179,23,0.12849162011173185
306,333,29,0.08708708708708708
307,179,23,0.12849162011173185
308,224,21,0.09375
309,293,35,0.11945392491467577
310,298,26,0.087248322147651
311,417,44,0.10551558752997602
312,316,20,0.06329113924050633
313,137,12,0.08759124087591241
314,277,34,0.12274368231046931
315,367,44,0.11989100817438691
316,110,16,0.14545454545454545
317,509,53,0.10412573673870335
318,444,64,0.14414414414414414
319,183,13,0.07103825136612021
320,179,19,0.10614525139664804
321,384,22,0.057291666666666664
322,201,10,0.04975124378109453
323,370,27,0.07297297297297298
324,224,20,0.08928571428571429
325,251,25,0.099601593625498
326,448,52,0.11607142857142858
327,130,12,0.09230769230769231
328,167,25,0.1497005988023952
329,336,25,0.0744047619047619
330,457,52,0.1137855579868709
331,339,30,0.08849557522123894
332,246,28,0.11382113821138211
333,291,35,0.12027491408934708
334,323,39,0.12074303405572756
335,483,45,0.09316770186335403
336,162,13,0.08024691358024691
337,227,24,0.10572687224669604
338,173,22,0.12716763005780346
339,497,41,0.08249496981891348
340,144,11,0.0763888888888889
341,318,33,0.10377358490566038
342,182,12,0.06593406593406594
343,457,49,0.10722100656455143
344,220,20,0.09090909090909091
345,374,43,0.11497326203208556
346,454,32,0.07048458149779736
347,179,20,0.11173184357541899
348,340,40,0.11764705882352941
349,287,30,0.10452961672473868
350,210,13,0.06190476190476191
351,467,42,0.08993576017130621
352,248,33,0.13306451612903225
353,256,33,0.12890625
354,405,31,0.07654320987654321
355,403,54,0.13399503722084366
356,371,37,0.09973045822102426
357,107,15,0.14018691588785046
358,390,46,0.11794871794871795
359,330,40,0.12121212121212122
360,415,41,0.09879518072289156
361,455,42,0.09230769230769231
362,434,42,0.0967741935483871
363,353,36,0.10198300283286119
364,256,27,0.10546875
365,258,33,0.12790697674418605
366,178,24,0.1348314606741573
367,301,18,0.059800664451827246
368,259,23,0.0888030888030888
369,273,20,0.07326007326007326
370,435,47,0.10804597701149425
371,213,20,0.09389671361502347
372,268,24,0.08955223880597014
373,216,16,0.07407407407407407
374,410,29,0.07073170731707316
375,145,18,0.12413793103448276
376,231,32,0.13852813852813853
377,270,23,0.08518518518518518
378,318,26,0.08176100628930817
379,480,38,0.07916666666666666
380,442,46,0.10407239819004525
381,367,32,0.08719346049046321
382,412,33,0.08009708737864078
383,161,11,0.06832298136645963
384,505,41,0.08118811881188119
385,395,33,0.08354430379746836
386,143,9,0.06293706293706294
387,494,39,0.07894736842105263
388,378,40,0.10582010582010581
389,495,46,0.09292929292929293
390,102,7,0.06862745098039216
391,179,23,0.12849162011173185
392,184,23,0.125
393,443,41,0.09255079006772009
394,499,51,0.10220440881763528
395,165,18,0.10909090909090909
396,353,33,0.09348441926345609
397,402,26,0.06467661691542288
398,499,47,0.09418837675350701
399,165,16,0.09696969696969697
400,468,44,0.09401709401709402
401,335,23,0.06865671641791045
402,344,33,0.09593023255813954
403,449,46,0.10244988864142539
404,254,20,0.07874015748031496
405,278,19,0.0683453237410072
406,468,42,0.08974358974358974
407,121,24,0.19834710743801653
408,258,30,0.11627906976744186
409,319,26,0.08150470219435736
410,120,9,0.075
411,147,21,0.14285714285714285
412,453,42,0.09271523178807947
413,271,23,0.08487084870848709
414,180,13,0.07222222222222222
415,433,44,0.10161662817551963
416,398,34,0.08542713567839195
417,415,46,0.1108433734939759
418,117,10,0.08547008547008547
419,482,53,0.10995850622406639
420,415,36,0.08674698795180723
421,153,12,0.0784313725490196
422,195,20,0.10256410256410256
423,483,51,0.10559006211180125
424,299,39,0.13043478260869565
425,474,48,0.10126582278481013
426,211,19,0.09004739336492891
427,200,14,0.07
428,154,23,0.14935064935064934
429,327,33,0.10091743119266056
430,394,53,0.13451776649746192
431,299,28,0.09364548494983277
432,321,29,0.09034267912772585
433,401,40,0.09975062344139651
434,236,27,0.11440677966101695
435,152,11,0.07236842105263158
436,351,39,0.1111111111111111
437,483,40,0.08281573498964803
438,272,25,0.09191176470588236
439,397,42,0.10579345088161209
440,458,33,0.07205240174672489
441,275,28,0.10181818181818182
442,333,35,0.10510510510510511
443,380,39,0.10263157894736842
444,431,39,0.09048723897911833
445,281,35,0.12455516014234876
446,204,29,0.14215686274509803
447,404,39,0.09653465346534654
448,215,18,0.08372093023255814
449,404,47,0.11633663366336634
450,336,29,0.08630952380952381
451,408,43,0.1053921568627451
452,450,36,0.08
453,107,12,0.11214953271028037
454,387,41,0.10594315245478036
455,477,57,0.11949685534591195
456,425,45,0.10588235294117647
457,201,17,0.0845771144278607
458,320,31,0.096875
459,382,36,0.09424083769633508
460,428,46,0.10747663551401869
461,250,20,0.08
462,182,13,0.07142857142857142
463,336,35,0.10416666666666667
464,324,40,0.12345679012345678
465,144,16,0.1111111111111111
466,233,22,0.0944206008583691
467,366,35,0.09562841530054644
468,366,39,0.10655737704918032
469,143,11,0.07692307692307693
470,385,41,0.10649350649350649
471,201,22,0.10945273631840796
472,349,33,0.09455587392550144
473,440,58,0.1318181818181818
474,164,13,0.07926829268292683
475,425,50,0.11764705882352941
476,172,26,0.1511627906976744
477,296,30,0.10135135135135136
478,464,37,0.07974137931034483
479,440,46,0.10454545454545454
480,250,37,0.148
481,145,14,0.09655172413793103
482,485,27,0.05567010309278351
483,210,24,0.11428571428571428
484,182,11,0.06043956043956044
485,507,72,0.14201183431952663
486,371,39,0.10512129380053908
487,148,15,0.10135135135135136
488,411,26,0.06326034063260341
489,264,16,0.06060606060606061
490,450,44,0.09777777777777778
491,433,50,0.11547344110854503
492,344,26,0.0755813953488372
493,246,26,0.10569105691056911
494,507,63,0.1242603550295858
495,142,7,0.04929577464788732
496,272,24,0.08823529411764706
497,108,22,0.2037037037037037
498,260,27,0.10384615384615385
499,415,53,0.12771084337349398
